Id,Tags,InDegree,Urls
961f147a-edae-4440-b8be-f98ef35409ba,agriculture eat,20,http://www.intelligenceverte.org
7aec9af5-dc0f-473c-b889-d950bd5c14ae,agriculture,9,http://semences-biologiques.org
69e4d7a4-f2c5-4ec3-9670-f7dfe65f8b68,,22,http://institut-economie-circulaire.fr
4872b097-5186-4da9-86f6-a5134d269bb8,,8,http://notredamedeslandes2014.org
e62fa580-348a-4523-888b-46080c56d5d2,,5,http://ouiaubiodansmacantine.fr
e04bebe6-2354-419a-ab95-a45bfefeb472,,4,http://tarnac4000.collectifs.net
8c1e4a20-d06f-4a10-97cb-0aaef9ab332c,,10,http://reseau-coherence.org
c4602321-bbf4-4137-afe6-02acbf609f64,tool politics,23,http://www.nosdeputes.fr
a29ff907-ab94-44ab-8c14-34ba9d580661,calendar map @lille,15,http://lille.cybertaria.org
dbc37dc4-ba81-409d-8c0f-3a8a7a1855fb,,3,http://kaleidos-coop.org
41fa34cf-466f-41c9-95e0-5d5b6e67ad7d,politics tool,9,http://www.nossenateurs.fr
4700105d-3cd5-47a2-ad9e-9cde40aaf85e,,14,http://latelierpaysan.org http://adabio-autoconstruction.org
e59e9fc0-7967-462b-b585-2f82fd21acc6,,15,http://la-ferme-des-enfants.com
9b6c3e05-de9a-4422-a868-12ae738ce309,map,7,http://oasisentouslieux.org
61baaca3-726f-4edd-8aa2-25ef85569186,,9,http://cooperative-integrale-toulouse.org
470594ef-c6b4-4647-b4bf-65f55b2fb83c,map,16,http://facebook.com/pages/La-Parole-errante-%C3%A0-La-Maison-de-larbre/158435764278240 http://twitter.com/LaParoleerrante http://la-parole-errante.org
121eb38b-4ca2-4cba-befe-8d30c8dd2de9,,16,http://tela-botanica.org
f6f0f6b1-bfd4-4903-8180-115dfc0a6366,,19,http://heureux-cyclage.org
a99e69e1-9bd8-47c3-9400-5cac2d43935d,energy,9,http://100000pasabure.over-blog.com
7179f744-6a8f-4056-a158-911b3ce60a4a,,23,http://imaginationforpeople.org
f31b4588-2bfb-4e17-9ae6-258ad3070e94,slow map,2,http://www.oasisdeserendip.net
43c04d4c-710d-4617-8372-5fcbcccb819a,,8,http://www.courantpositif.fr
f88d81f4-cd78-498a-8024-8cbd4236fb2f,media,300,http://facebook.com/Monde.diplomatique http://monde-diplomatique.fr
da36ab82-9b60-4706-835d-4a2071fdb328,,22,http://onpassealacte.fr
4bcd694c-081b-416a-953b-642f4b17322a,,4,http://www.twiza-reseau.com
0b624fe8-5777-4555-821d-600f52ade4a4,,45,http://www.ritimo.org
d670d0e2-c518-4ad0-ba72-625915284b17,,4,http://www.fmml.net
bf4c2c65-24b6-4d06-947e-1ef2c0b3d702,,0,http://ateliersdelatransition.fr
797dad33-c955-405e-929e-98651e2c526e,,19,http://global-chance.org
4a28f601-63e6-4bee-8c07-4d66cb90c339,media,73,http://lagedefaire-lejournal.fr
281e30fe-7551-421e-a84f-e2cd9dbbe70b,web,3,http://virtual-assembly.org
c6c0fae4-1ea5-4113-b7a3-cdba8ed70b71,object,20,http://www.la-boutique-militante.com
af00a7eb-5512-4d9f-80dd-18f33b7c5897,,3,http://www.interface-conscience.com
a865dbf8-e264-4096-826c-8327bc03390c,,2,http://www.eisenia.coop
4599b013-3eea-49c2-80c9-b5d12b520527,,2,http://humanitesenvironnementales.fr
c3c1d45f-148f-426a-b7c0-fe5ebc0f0804,map,2,http://fermedelamhotte.fr
13f607f3-bffe-4c99-b77a-7ec8e62373c9,zad earth,12,http://stopgazdeschiste.org
cab20f7a-a496-4b7a-bd20-bfd1ae3d2ae7,,1,http://www.pa-f.net
1ca9b4b0-1bdb-4657-ba4d-81856fda01a3,,37,http://plusloin.org
96ef1e51-2a9e-4f2c-b6ab-e950f1d0b5af,,20,http://recit.net
4c00f5e6-d6d0-4ffa-a756-3bfdaa48ca3c,map text,13,http://michelefirk.noblogs.org http://facebook.com/librairiemichelefirk
be96a73c-c0a5-4f2b-82ec-e02d593b63f8,,14,http://developpementdurable.revues.org
635de502-d86f-4f30-a296-7f0420678038,,9,http://22fevrier2014.blogspot.com
d99dbb65-f34a-450e-9cbb-db7bae67a996,,3,http://armand-gatti.org
1cd106b5-7d56-4733-b68a-cb56ec53b4a1,tool list,10,http://multibao.org
3a1fe887-005d-43fb-9f13-3f876e2bccce,,2,http://www.eccone.org
c65cb4a3-c2a3-456f-bdbd-5de6ccb30dda,,3,http://cpcoop.fr
3578df7d-8db0-442d-9956-d7dd996b497a,,68,http://mondialisation.ca
48ad0f77-1e94-4053-b594-7bdad372fd83,,26,http://entropia-la-revue.org
a315e0d5-84ed-43d6-8d0e-c76a2826b004,,106,http://lalibre.be
95a2981d-b43b-45bc-9e31-529c2d34dbf5,,19,http://resist.ca
61466114-e3ff-4d24-8fcd-3cc2e533dfec,,140,http://rezo.net
91f0e575-6a12-47ef-8232-ccc47e71e6a7,,35,http://bigbrotherawards.eu.org
f3a60aad-a872-4bbe-8f45-972779bae50e,,38,http://www.inserm.fr
92acfd40-0db3-494f-b007-4d5cdcc4d7d6,,33,http://raforum.info
fae48230-da8e-409f-a4e0-50f3d6672eb7,,22,http://article3.fr
f03cf888-8b10-4845-b45b-682928383927,,16,http://enviro2b.com
5754458c-67f0-4034-91c7-7f53febc1361,,39,http://www.reseaucocagne.asso.fr
7d3f3007-7bb9-4fb6-92e6-41ac8815c947,,61,http://www.streetpress.com
fbcda68b-3840-4c08-b587-c8d64b56ab31,,58,http://framablog.org
9aa6fc33-fb8f-4e2a-9cb8-e9388de631f0,map,51,http://openstreetmap.fr
8106b8c2-39af-437a-b2b9-9b07bccf975c,,21,http://acontretemps.org
385ef7e4-75bc-444b-aa15-1e4d13ccbc58,,21,http://agenceinfolibre.fr
6d77446c-19d9-427d-bef9-a5ad9f908f8c,energy,20,http://burezoneblog.over-blog.com
c58d3d49-6568-4276-98ea-89aa5acd8204,,102,http://midilibre.fr
8d6820cb-b4b6-4bec-9b1b-c33b7f614c76,economy,92,http://lanef.com
e7eea2df-94aa-4b68-9338-5d7e5bd684f1,,38,http://arstechnica.com
058028f7-6cc1-4c38-8205-c042e70de66d,,31,http://artlibre.org
69ed28d7-2c4f-494f-a47d-a87efd522dcc,,25,http://ethique-sur-etiquette.org
497bfd26-c0ab-4d70-99c6-28700b759695,,28,http://sudeducation.org
44a3fa5b-76aa-443a-81ea-a446ab192b86,,54,http://michelcollon.info
4bf31770-9e3a-4976-ba5c-d17e643d9e86,group map @marseille,73,http://millebabords.org
e8e1f84d-27fd-47ff-a150-84968a1eae1e,,27,http://anarkismo.net
72aa0ce5-0835-4bb0-81ed-2e5ad037f963,,46,http://infini.fr
af0701ee-0f48-4e65-99b3-58c459c75dd4,web,65,http://april.org
e67ac65f-9b06-47ce-8c90-a475d6d0468a,,94,http://www.novethic.fr
c1cf9505-4a93-4542-bb50-3c0a5654f060,,43,http://seldefrance.communityforge.net/node/46 http://selidaire.org http://selidaire.fr http://seldefrance.communityforge.net
3e8d4884-7da0-4cd4-bde9-56a95a492d7f,creation space,12,http://twitter.com/EchelleInconnue http://echelleinconnue.net
da4a5e69-f9be-488b-8f42-cf73ef05fc70,,39,http://nodo50.org http://info.nodo50.org
2e55c178-4214-49d3-a22f-1295855ee9ba,,35,http://lapetition.be
a4c809f6-b03f-478b-badc-3f976bfe8c64,,9,http://0phyto-100pour100bio.fr
e8237376-2de3-4c0a-a4f6-c1098ee7f5d5,,43,http://villesentransition.net
0996a20e-15fb-4b20-bed1-ae01ae6e9a8b,,28,http://consocollaborative.com
4190a66a-b6b5-4add-87ac-fadc53052b0e,,46,http://cler.org
2d5049ee-dc32-4204-9e80-a41024719dba,,13,http://syti.net
15827d06-a009-4a78-8f69-4ec3cc764284,,4,http://www.adav-assoc.com
fdfdac3a-dfb6-4d38-929b-df761995ae95,,28,https://calaismigrantsolidarity.wordpress.com
85ab46ad-09d6-48dc-ab23-87756d0d9c07,,113,http://ldh-france.org
77ce6f13-fd9b-435a-9c26-025d51bf7446,web tool,67,http://framasoft.net
978a138e-40c6-4c75-bf06-f40be513656d,,21,http://corabio.org
34a8894f-7031-46e2-bb61-89b4618002a9,,31,http://www.survivalfrance.org
e77715d1-c18b-4166-be32-f4acfb93c950,history text,34,http://www.medelu.org
3926409b-3ed1-4a52-bb5b-5327e475faa1,group,121,http://www.cnt-f.org
02adc45f-f43c-447e-bb3b-9b77d027e92c,politics philo,15,http://etopia.be
cff2f74c-25eb-4a60-9f62-8ce4319f34c0,,46,http://syllepse.net
a3b95f7f-5cf2-4e22-9eb9-22a31a4476e6,,27,http://terreaterre.ww7.be
0592ec60-80df-4b51-ae28-4c98b1977b62,,71,http://bakchich.info
88ee03c2-5dd5-47fb-9e72-5f3db3deb07b,,24,http://ecologiste.org
822c5848-58da-459d-908d-f47f75c84d6c,,28,http://kropot.free.fr
2387ac16-ec30-4def-a671-83145b6e9fe5,map,102,http://terredeliens.org
85da660f-b545-40fd-9320-c8e5c9250141,,38,http://neo-planete.com
59389d4f-6686-44e5-82fb-6e16a2876428,,35,http://fing.org
ad5f7479-20a6-4dfd-9421-c004b9fd6b81,,33,http://www.bvoltaire.fr
924c6d44-36ca-467c-a49e-330938239433,,29,http://miramap.org
cc743049-c779-4ab5-9ff1-3f25511bd763,media history,61,http://survie.org
0214decb-d712-46ee-8c5e-1413c7b71551,,19,http://comitecharte.org
28913848-78f1-41b4-9427-e304508b0436,,47,http://europe-solidaire.org
6e8b0ac0-6f88-4acb-87d8-c75ba52fe0ab,earth,24,http://bloomassociation.org
002784c9-b13d-4685-bdbe-595dc062fb75,text,108,http://www.editionsladecouverte.fr
af98797e-3a05-4c83-b757-8c8ae8226e88,,26,http://endehors.net
7f880467-adc7-474b-8d3c-c49b0b1b0fc1,,2,http://www.adef-logement.fr
26135bef-6f42-4131-9f85-5d2935f45262,,20,http://www.ecocert.fr
9ad15850-9f03-4451-94af-a6cebabd6468,,16,http://ouvertures.net
b464b04f-ae90-4324-837b-a6eb9e302349,,25,http://comite21.org
db8f06fc-d248-4614-b1e4-07e42a980e1a,,32,http://fdn.fr
5257467f-e049-4b39-a0fd-4e97aff00b57,,63,http://www.ekopedia.org
3aa66fa4-b65e-4eb2-b710-51539d9a2c68,text,66,https://reflets.info
3962db05-fdd8-449c-a4d3-a68147f987bc,,4,http://twitter.com/deepgreenresist http://deepgreenresistance.org/fr/who-we-are/guiding-principles-of-deep-green-resistance
2f7ce7f6-0c5b-4813-908a-7bc56c0909ee,,26,http://actupparis.org
b133681b-eb74-4831-a4be-37ffcb101c6f,media @lyon,167,http://rebellyon.info
cfb760fe-ffa3-47b1-93e0-3ed3bcf46e5b,,9,http://fr.wikipedia.org/wiki/Michel_Bauwens http://twitter.com/mbauwens http://facebook.com/mbauwens
747fb709-ce6c-4439-ada9-322dab390a42,tool web politics,23,http://twitter.com/Parl_Citoyens http://parlement-et-citoyens.fr
0d36e25c-2393-4b25-b25a-a644c2cdeeec,,4,http://www.kangourou.populus.ch
35ca4253-5cee-470f-a092-a33407b18fdb,,29,http://twitter.com/laparisiennelib http://facebook.com/groups/64758069923 http://laparisienneliberee.blogspot.com http://laparisienneliberee.com
9583d7b0-642d-4a6c-91e5-01ce96549792,media,30,http://4emesinge.com http://plus.google.com/u/0/104747357665150343851 http://facebook.com/Le4emeSinge http://twitter.com/4emesinge
d33e356e-6b5a-4bdd-a544-b2d286acc1ae,,4,http://changeursdemonde.net
ba6e9d4a-e58a-4fe5-bf1a-d6c8458b2a5d,,4,http://frontdegauche-alters.fr
a9e230d5-077e-4934-b4a3-ef12934af2a9,map,6,http://lafermedubonheur.over-blog.net
1350d7ee-b974-4de5-8b22-5c8920326e2b,politics,33,http://ensemble-fdg.org
dc1f8d98-b436-48f8-82d0-848d35064342,,12,http://nawaat.org
948eedd3-c877-4723-bacc-06ef4cd1df42,group web,27,http://www.regardscitoyens.org
2ed1a3b7-e616-4483-a422-a4533c705989,group,31,http://generationsfutur.zici.fr http://facebook.com/generationsfuturzici
5211908a-e4ee-41fc-9543-850644b31229,media video,52,http://latelelibre.fr http://twitter.com/la_tele_libre
50c97a8d-e868-41b0-b957-1dffbe5ee1af,,30,http://ac.eu.org
4a4df5b3-5c37-45b7-a827-9be7ae94f3f4,,1,https://www.facebook.com/alteractif
a7be5270-7e4d-401d-8f78-04b4a84abd15,,7,http://objecteursdecroissance62.fr
1431b62e-75a6-4451-9ae1-c50a593176a6,media,3,http://mediascitoyens.org
b4e9f2c2-7e4b-4809-8c26-c9c1aa519913,media,3,http://mediascitoyens-diois.info
0a2753d6-c7ad-4a15-9443-024911a42001,group politics,6,http://nouscitoyens.fr
2465ae9d-ca3b-4d7e-af5f-986648f29203,,4,http://decroissance-bern.ch
82511605-234f-4415-aee0-6dfed0788221,,2,http://www.cooplesjardinsdelaresistance.com
f3ba9924-94a6-45e8-9ae2-6ac31b5049d4,creation,7,http://laviemanifeste.com
36fa0a63-7c62-4fec-a518-e90bb164a682,,2,http://www.alteractifs.be
2cc6883f-f1ec-4778-8771-ff0657f428af,eat,5,http://association-la-marmite.fr
f035b62b-73fc-4048-ab4c-23bd195651c4,,10,http://citoyensdesdeuxrives.eu
aa0963cc-5044-42b9-b079-dd60292cc655,,7,http://democratie-reelle-nimes.over-blog.com
8ebe7511-f627-46a5-b7fc-017b6b080156,home,6,http://habiterre.org
12befb9b-d4bb-4156-a524-cd44bdedbd36,,1,http://democratie-libre.org
848eaef3-8f5c-4e8d-94bc-8ca58a5eaa04,,10,http://aveclesgrecs.com
ba0692a5-1192-48ea-937c-33a88f651507,,13,https://resistance71.wordpress.com
b378ecbb-6646-4105-984e-98ab40f3b130,,2,http://decroissance.free.fr
8e9bf1f7-7728-4ea5-8de1-e2e9fdca1912,,29,http://notavfrance.noblogs.org
fb994084-d134-47ca-8853-360a49451cb0,,13,http://risal.collectifs.net
b47b37ee-2771-4f97-85b0-448a3d707a0e,,38,http://lectures.revues.org
cf3b394c-8793-4cf2-bd5e-234d98088bff,,13,http://bio-aquitaine.com
374f733e-2090-4f60-b3c4-a9bdc50ea373,media,26,http://renverse.ch
4add06c9-8dbe-4ae4-8258-501fc4872ebc,,41,http://arretsurinfo.ch
d7f7d46e-26ed-4a8e-97dc-2396ad16f6bb,,20,http://www.ecoconso.be
cab39c0a-7c6d-4ae5-a737-328ada3e4d02,text,19,http://editions-lignes.com
10485b15-f2ba-47db-a3e8-3f8c1aa5ca39,,23,http://la-breche.com
784cd77a-62f9-411c-8e68-f73f8aff709f,,10,http://semaine-sans-pesticides.com
6a0154cb-0e12-475d-bd0d-8d3c12c80130,eat,9,http://mieldequartier.com
aae819d1-f85a-4440-84d8-d6374e2e2269,,16,http://enviedepaysans.fr
fb5b4445-85ed-4116-9744-efe7c4364d4e,,13,http://entreprises.coop
0b62a223-6b30-4f39-bb68-a25e018d18c9,,33,http://souriez.info
3014426a-1594-46da-9151-51d55625ddd8,,25,http://clap33.over-blog.com
29b7c566-e55f-4e3e-a965-6653e44d517e,,14,http://michelonfray.fr
5b7beb82-55ee-46f2-a4c0-783fda6b9df4,,15,http://encyclopedie-anarchiste.org
3b04adc5-e5d9-4a70-b0f4-cbc31547ad32,zad,15,http://notredamedeslandes2015.org
0913c10f-c1d4-476a-a359-a1b5c8d55b06,,7,http://noeconservation.org
47c43471-28bc-44f5-b318-a961ba8bc685,,14,http://solidarmonde.fr
2d177c44-1d2e-480d-bd4f-8110ca20bd31,,5,http://libreinfo.org
2e81a12d-1eb8-4d87-81fa-14e828ca93b1,,17,http://www.demain-en-mains.info
b5d3c85b-b3a3-496e-9c57-f6701dea64eb,,33,http://www.laligue.org
fd591523-3728-4e89-aee1-c1a4854544ec,,26,http://revueperiode.net
07c117d9-5566-413d-b3ba-eaf88c092b1c,,18,http://forumsocialmundial.org.br
42aad07e-21dd-40b6-bb97-6b1ac9767251,,20,http://bioalaune.com
c63cb2d0-bd0e-48a5-9f73-56dc8723a876,,22,https://resistanceinventerre.wordpress.com
3c0a04c3-bc54-4969-b0a3-939086828efc,,12,http://deconnomistes.org
37d8aac4-6c91-4c81-90b4-834888d858f1,audio,29,http://www.radiogalere.org
94dd3f9b-220e-4365-bf6e-b24cdaef6121,,7,http://www.mycoop.coop
f2bf8931-9ff8-4da3-b00d-60ba6f6ec0eb,,23,http://mediaterre.org
0bd850f3-5d9b-4174-a26b-d3195fe6ed46,,14,http://encyclo-ecolo.com
7ff53b4f-616b-420e-a275-25ee9cdb052d,,8,http://ecosocialisme.com
d0156db8-849e-472e-8625-d8719934870c,,28,http://lautre.net
4c52f200-ab98-4738-94f0-9bc62c003d9d,agriculture map,8,http://www.vilefertile.paris
9a1822f4-8a13-42f3-9a33-c8dea63c4a41,,23,http://www.reseaurepas.free.fr
0a8ef860-e475-4e89-8048-5112ababd571,,8,http://ablogm.com
e016d3e4-54bf-404d-a6bf-a74e2cfc3860,creation,13,http://formes-vives.org
408e1c11-be97-49d1-87a6-dc99594b5cb7,education,59,http://scoplepave.org
a81d1543-edbe-46d3-9df8-31883d0eb2c8,,2,http://www.letamis.org
0c036edd-d5c1-4f97-be7c-45ac49018e62,,73,http://lahorde.samizdat.net
0bd66d39-8e81-4f64-a82d-56e9868f7c88,slow group,45,http://les-oc.info
f52a0e98-2bb7-493e-97d7-4263b4b79643,,14,http://leopart.noblogs.org
5aebef1e-1adf-4c2e-950a-e9a7ed7d8068,science tool web,6,http://leloop.org
b44dbcd3-2d86-4576-b4cf-089aa81b6632,,2,http://mercredisdeboites.noblogs.org
797427ff-fcd3-4a32-adf7-0c8fa344d47a,,50,http://ldh-toulon.net
edb0b13a-13df-44a2-824b-082c4127331f,,14,http://lan02.org
b46b9a9d-105e-4d91-83c3-2f733bcf4f4e,media,50,http://lenvolee.net
92cb1910-47b6-4adc-b5a3-831d66e95d8c,media,148,http://arretsurimages.net
57b15b72-aaaa-419d-b312-0ac22f7188e9,,2,http://cafaitdesordre.com
0125e458-a91c-4d46-875b-9926ad7f59b0,,11,http://nouveaujourj.fr
18abbffb-7d8c-4174-9e15-b8e90b00aace,,1,http://medias-libres.tumblr.com
bff95570-db0d-44f8-8803-5f408c0d45ce,media text,14,http://zelium.info
a7c4319b-427d-4710-884d-9da66a8dff83,,2,http://lacathode.eklablog.fr
39ee5831-09a5-4b34-b8bc-80618df2b3d8,media,18,http://www.citizen-nantes.com
b88305b5-9b66-4c17-9520-0ea190d96216,text,1,http://www.editionscram.com
27e99b6d-e94a-4596-802f-bd6ec94f4dc4,,3,http://aldudarrak-bideo.com
2e5bfa96-2137-4073-8876-1bc0c64b9703,,15,http://lalettrealulu.com
dfd4b717-e95d-498b-9972-33e3ddb5b569,,7,http://lacanardesauvage.free.fr
160bde42-6822-44e9-9705-0399dd4ac34a,,21,http://www.lelotenaction.org
ef16bfed-9d2f-48bb-bfba-3012400b931e,,21,http://www.frituremag.info
cec72950-9396-4566-8788-5747674f7ad1,video,2,http://rezonances-tv.org
0d137e50-ce53-435c-9c8c-7e6bd22c6cb0,,2,http://www.pumpernickel.fr
4fb62890-f3d7-4589-a6bc-1856570a01ba,,7,http://vdpq.org
88fff209-fcf2-4125-ae56-e21e3a6280a2,,6,http://plusbelleslesluttes.org
9376f3e2-de67-42eb-99b3-d19e4d0e36fc,,38,http://tvbruits.org
865cd8fd-c1bd-4178-ad70-03df59c38035,,3,http://lesansculotte85.com
77e36212-6665-4ac9-825c-2394b7329b1f,,2,http://lalorgnette.info
a37ad492-18e0-4b00-bf10-828bca78e365,,1,http://bateaubasta.over-blog.org
e2be0989-9837-48be-b2fe-5c26804fe4b9,,1,http://rivnord.viabloga.com
71184e8d-0d86-4493-98b2-77accf0441d8,,7,http://www.piedsdanslepaf.org
e8523e8b-c9d0-4fff-a8fe-05f66747f569,,3,http://www.airelles-video.fr
cb47b7e2-482d-4374-9676-ea75eb2c1715,,5,http://acontrecourant.org
8df7b9ae-3bfc-4a9e-baa7-6198090b01aa,media text,127,http://revuesilence.net
6665d618-c11b-49a9-911e-669b19f1160e,,22,http://horschamp.org
b5eb24c0-d316-4c88-aac7-175eaf3ab52b,,4,http://hexagones.fr
12750862-d15e-4dde-ba8b-a14bc2c85dca,,9,http://www.fokus21.org
20cd5fe2-f22f-46d3-bd11-b9ed62709454,,4,http://www.adiu.fr
4d20aa57-090c-4416-a78b-17f06f9f4e3d,,5,http://linsatiable.org
c7d2242a-02b8-44a6-9953-c74b19a79c50,,16,http://goteo.org
244482be-31f3-42ec-97d0-c0417a9a8c27,group,14,http://www.bleublanczebre.fr
42244002-359c-4ae2-b563-5bedb889e91e,alienation,12,http://paris-sans-videosurveillance.fr
ba6304ab-e295-4ab8-b073-d9dfaaa216fb,,13,http://codedo.blogspot.com
bc2553ab-bf82-4491-9677-d764807d8f4b,,29,http://secoursrouge.org
2c4c8df1-be1b-418b-b056-555794ed682a,zad,16,http://stop-tht.org
f2e60137-41cc-4e28-9d81-4667f0124fbf,,3,http://exergue.com
26b8bcd1-39e5-443c-a6b6-79bf686382be,,6,http://mutualab.org
ada28621-340a-4aeb-bc9b-e3fa17ac198f,,66,http://2016.ouisharefest.com http://ouisharefest.com http://ouishare.net
c75493a2-83c3-4896-a6bc-a66494a0e363,map @lille,16,http://linsoumiselille.wordpress.com http://linsoumiselille.net
81505bb7-0ccc-41c5-90e7-a8628f2ff79f,,14,http://enfinpisserdanslherbe.noblogs.org
07841896-0611-481e-bfc4-6e47497b9639,,3,http://agora.eu.org
2630c27e-14cb-439e-a69e-d0ca79678282,,5,http://patlotch.com
2486203e-9f78-421f-a1e4-00b71a721358,,7,http://le-blog-sam-la-touch.over-blog.com
c799d146-a02a-411c-9bb7-0c0f367cf2bf,web group,163,http://laquadrature.net http://lqdn.fr
ed0a7b7d-5b0c-41cb-a949-5d4e880817fc,media audio,132,http://la-bas.org
65b7c335-9ca5-41ea-8e1a-85b78bc241eb,,14,http://respire-asbl.be
c7520a2f-aceb-4b94-b0b3-d1cd460b8f69,,13,http://www.pierrederuelle.com
b1322aa0-a181-4c60-9453-39ed10723735,,256,http://alternatiba.eu/charte-des-alternatiba http://blogs.mediapart.fr/blog/alternatiba http://facebook.com/Alternatiba.eu http://twitter.com/1000Alternatiba
e242805a-86ef-4529-9961-42170e4b38c5,,40,http://objecteursdecroissance.be
1d766a77-0f25-44d7-b777-7db4216c9675,,10,http://ethnographiques.org
1edc1dab-0aee-48d9-b1a3-2e5f7e0bc2a5,media,48,http://mediaslibres.lautre.net http://mediaslibres.org
18f1cedb-ebe8-4c08-98ba-e2fbaa8e7c5a,,2,http://theyesmenarerevolting.com
28bd6871-92c7-45d5-9d8a-bb80d16a3310,video,15,http://www.lecinemaestpolitique.fr
5af9bf18-f12b-4298-94aa-16b7b2da7645,,5,http://fragmentsduvisible.org
853b3989-cf80-4f96-8af4-c70f2d0ab448,,28,http://sous-la-cendre.info
44363f7b-c958-49d4-b98c-dd3fc036b28e,media,20,http://www.medias-libres.org
fc1dd611-046c-4ff7-8747-f0983bf8a93c,,4,http://magasin-general.fr
d6e81768-cd10-42bc-8ae0-69536c353b3f,group,17,http://roosevelt2012.fr
1f7a5a5d-cfdb-489c-96ff-d7d73bb7cb54,,8,http://cafecitoyen.org
03febc41-01d2-4298-a7a5-c460333f9412,,3,http://objecteursdecroissance2012.fr
a4445f3d-a6ca-43f4-9fbd-ace863e12f1c,,1,http://objectifdecroissance.fr
75ab35e7-01b2-41b3-ad2d-3576cb9d9096,,29,http://reopen911.info
f88d07a7-9e17-4f43-9acc-f94e44fe1f4c,,55,http://counterpunch.org
dc14d982-8ad1-423b-9a6b-d21a5bbab103,,50,http://rfpp.net
e9a3c6ba-e2ba-47a9-a312-19c55041c1be,,48,http://libcom.org
ad9418f5-ee03-4c8a-a427-cd46bedc2335,media text,58,http://lpo.fr http://zite.fr
24a93da8-d601-4336-92be-03112fce2a47,,74,http://www.pauljorion.com
5b8c8e9f-5d16-4c33-af16-1549acb77402,,80,https://www.marxists.org
356c0684-4e6b-4852-aafd-812c011f2947,,62,http://internetdown.org
ae231c34-50e8-4eb1-b53c-a738e1a97621,,41,http://scienceshumaines.com
978caade-ade2-4c99-9ee4-4b837c782607,,55,http://ujfp.org
3c76a3fb-573c-4bc5-94dc-2a1003af71de,,41,http://fabrice-nicolino.com
0042392b-d6c2-408b-933b-ed15f154768f,media text,42,http://zite.fr
993166b0-23ac-47b3-b521-2debe978f5c9,,51,http://monolecte.fr
6da978d7-5c63-49cb-a242-b8cd47690128,politics,32,http://www.anticor.org
7f5ff422-7eec-4394-9a3e-b5c513f74e01,,46,https://www.grain.org
069b3a6a-2c56-410d-a892-6d8cabadf6e8,,32,http://footprintnetwork.org
e2c3aa6a-20ad-429f-b750-80242a02bddb,,51,http://globalresearch.ca
a7257aa8-5ebe-4e11-bf47-27c47f20112c,,81,http://autistici.org
ae457f14-0d4e-4fe2-9969-951b6b148a65,,35,http://apinc.org
b54ace8f-2d63-4ed8-a6c3-b79f23d7cb4d,,40,http://www.euractiv.com
3b75da10-8062-4752-bedb-d7e64d9ebac4,,53,http://www.globenet.org
e73ca9d3-4ede-451d-8a8c-540afc8a6170,,40,https://www.anses.fr
0d645752-791e-4645-8e0f-0d32c92fdd63,,30,http://www.fph.ch
eac8f674-856c-4f6c-9ee4-10c0ed1578bf,,27,http://www.domainepublic.net
882019f6-de87-4bfa-827f-841cd46c3928,,26,https://euobserver.com
824c8672-74c8-46b8-9696-70459b996ea4,ngo,102,http://www.amnesty.fr
e25b8e66-5a61-4ac3-8006-6516ee808ce1,,54,http://www.lavie.fr
9df4858c-be20-4ae0-8b8e-58742beca098,education,45,http://www.ehess.fr
d71dd757-e2b8-4026-827a-52103b7e9e46,,28,http://www.eclm.fr
3811f72e-3fa2-4c48-b152-681b4d4e7a1c,,87,http://corporateeurope.org
af99b690-dca6-42e3-ae78-4b132032642c,,26,http://a-brest.net
f44b4b59-de02-455b-a6cd-d40a6b4f3286,,88,http://www.lanouvellerepublique.fr
d546f120-aeff-471a-9b2d-8c3612ffbfa6,,77,http://hrw.org
0c952c12-16ef-438d-8fba-e10d17e97395,,78,http://rts.ch
e92a9022-3300-407e-be41-f04a008db7b1,,59,http://www.fnab.org
20d262fc-0192-42a3-b8cd-8ad4a0cf220d,,59,https://www.eff.org
2646b71a-55a3-4565-842e-d00ee4cc62ba,eat,60,http://reseau-amap.org
3da98f21-fd81-439d-a4ab-efd6a5a9ac7e,,104,http://bellaciao.org
960ed6e9-ccd3-4ff3-ab1e-75ef687e6bce,,20,http://www.60millions-mag.com
5772fb5d-e38c-40cf-ac0e-1300b9bbe3cb,,37,http://www.maxisciences.com
246e7dac-04f9-41b5-90ad-98c6f6ab93b6,,78,http://www.infogm.org
78af47f6-44c1-4402-af13-d03c1bad89f6,,65,http://atheles.org
2bd5cd75-4d92-4d20-8feb-a87d524588a6,,43,http://manicore.com
3d8bbec1-1d85-4bc3-8dfa-01935497fb9a,,78,http://juralib.noblogs.org
94f9da3c-e5c9-46dd-8337-ad1b19c72f56,,38,http://yvesmichel.org
44abf711-0552-4e1f-87e2-8ef9927ac195,,64,http://www.futura-sciences.com
da6970cf-a275-4f05-8a13-52879665b379,,66,http://www.ledevoir.com
68373437-a5b1-4fc1-a79e-3176206f5e5d,,11,http://www.abiodoc.com
580ab8be-eebb-46ea-918f-6164cf970dcb,media web,98,http://owni.fr
f50f08fa-b3fe-4a40-99ac-b2bdabeab124,media,24,http://youtube.com/channel/UCL_XhFKB9QBxU2RGDxO1LBw http://facebook.com/alterjt.tv http://plus.google.com/+alterJT/posts http://alterjt.tv http://twitter.com/alterjt http://alterjt.tumblr.com
7bb9f60c-667c-4905-91e2-3e4c94be93ba,,26,http://squat.net http://planet.squat.net
